density;residual sugar;alcohol;total sulfur dioxide;chlorides;free sulfur dioxide;volatile acidity;citric acid;quality
0.99002;1.8;11.9;90.0;0.041;38.0;0.28;0.36;7
0.996;10.8;10.1;130.0;0.042;47.0;0.26;0.24;6
0.99237;3.9;11.1;140.0;0.034;62.0;0.27;0.29;6
0.99214;4.2;10.8;144.0;0.037;69.0;0.22;0.29;7
0.99041;2.0;11.8;72.0;0.019;23.5;0.26;0.26;6
0.9982;13.5;9.2;116.0;0.038;44.0;0.36;0.48;5
0.99822;13.3;9.2;116.0;0.037;42.0;0.35;0.47;5
0.9893;2.2;12.3;95.0;0.023;21.0;0.18;0.26;6
0.99274;1.4;10.1;124.0;0.145;26.0;0.36;0.47;6
0.99105;1.6;11.4;114.0;0.04;26.0;0.14;0.2;6
0.99209;2.2;10.4;161.0;0.044;39.0;0.23;0.19;6
0.99676;14.8;9.8;95.0;0.053;44.0;0.11;0.26;6
0.99251;1.8;9.9;91.0;0.047;29.0;0.24;0.24;6
0.99676;14.8;9.8;95.0;0.053;44.0;0.11;0.26;6
0.99082;1.3;11.2;74.0;0.036;11.0;0.47;0.1;4
0.99567;9.9;10.9;115.0;0.058;25.0;0.29;0.24;5
0.99416;5.1;9.2;119.0;0.051;16.0;0.33;0.26;5
0.99416;5.1;9.2;119.0;0.051;16.0;0.33;0.26;5
0.9887;1.5;12.0;121.0;0.033;39.0;0.32;0.23;5
0.98871;1.5;12.1;121.0;0.034;37.0;0.3;0.23;6
0.99248;11.1;12.4;114.0;0.036;20.0;0.31;0.02;6
0.99184;5.25;11.2;145.0;0.038;44.0;0.36;0.22;6
0.98952;2.3;12.7;120.0;0.042;19.0;0.31;0.27;7
0.99267;7.9;12.2;169.0;0.036;23.0;0.52;0.54;6
0.99269;8.0;12.2;164.0;0.036;19.0;0.55;0.05;6
0.98912;1.4;12.2;99.0;0.042;44.0;0.2;0.16;6
0.99184;5.25;11.2;145.0;0.038;44.0;0.36;0.22;6
0.98952;2.3;12.7;120.0;0.042;19.0;0.31;0.27;7
0.9895;2.3;12.7;117.0;0.044;20.0;0.29;0.27;7
0.98999;3.5;12.1;146.0;0.04;27.0;0.22;0.29;6
0.9981;13.7;9.4;192.0;0.045;44.0;0.46;0.23;5
0.995;9.9;10.1;174.0;0.041;64.0;0.21;0.3;6
0.99848;15.4;9.4;201.0;0.043;57.0;0.42;0.2;5
0.99862;16.0;8.9;113.0;0.044;41.0;0.22;0.2;6
0.99862;16.0;8.9;113.0;0.044;41.0;0.22;0.2;6
0.99862;16.0;8.9;113.0;0.044;41.0;0.22;0.2;6
0.99862;16.0;8.9;113.0;0.044;41.0;0.22;0.2;6
0.98886;2.4;13.0;117.0;0.027;27.0;0.31;0.2;7
0.99474;5.5;10.3;183.0;0.054;37.0;0.22;0.35;5
0.99126;2.3;10.1;47.0;0.04;5.0;0.18;0.29;4
0.99691;16.8;10.5;129.0;0.04;48.0;0.24;0.27;6
0.99862;16.0;8.9;113.0;0.044;41.0;0.22;0.2;6
0.99773;17.8;10.1;124.0;0.059;23.0;0.26;0.24;5
0.99773;17.8;10.1;124.0;0.059;23.0;0.26;0.24;5
0.9928;6.8;11.0;93.0;0.049;22.0;0.2;0.26;6
0.9928;6.8;11.0;93.0;0.049;22.0;0.2;0.26;6
0.9928;6.8;11.0;93.0;0.049;22.0;0.2;0.26;6
0.9928;6.8;11.0;93.0;0.049;22.0;0.2;0.26;6
0.99288;1.6;10.0;117.0;0.046;28.0;0.28;0.17;5
0.99202;4.7;10.5;76.0;0.03;25.0;0.2;0.33;6
0.99606;11.8;9.7;112.0;0.048;28.0;0.26;0.27;6
0.99773;17.8;10.1;124.0;0.059;23.0;0.26;0.24;5
0.99922;15.7;9.4;183.0;0.045;68.0;0.21;0.36;5
0.99296;5.8;11.2;119.0;0.041;20.0;0.22;0.32;6
0.99922;15.7;9.4;183.0;0.045;68.0;0.21;0.36;5
0.99468;9.0;10.8;121.0;0.046;22.0;0.22;0.28;5
0.99922;15.7;9.4;183.0;0.045;68.0;0.21;0.36;5
0.99296;5.8;11.2;119.0;0.041;20.0;0.22;0.32;6
0.99388;8.8;11.0;103.0;0.037;31.0;0.2;0.35;6
0.99315;10.2;12.4;111.0;0.038;13.0;0.26;0.0;6
0.99478;6.6;9.4;154.0;0.208;60.0;0.28;0.3;6
0.99478;6.5;9.4;156.0;0.209;62.0;0.29;0.3;5
0.99692;8.9;9.5;155.0;0.105;22.0;0.34;0.23;5
0.99616;11.1;10.0;204.0;0.034;25.0;0.39;0.39;6
0.9902;4.2;12.5;114.0;0.043;33.0;0.26;0.29;6
0.9921;1.6;10.9;115.0;0.044;24.0;0.24;0.25;6
0.99462;7.4;10.5;113.0;0.044;21.0;0.25;0.24;6
0.99476;11.5;10.8;133.0;0.05;51.0;0.24;0.27;6
0.99178;1.6;11.0;116.0;0.039;36.0;0.22;0.27;7
0.99081;2.0;11.8;87.0;0.036;16.0;0.26;0.29;6
0.99198;4.8;12.6;121.0;0.038;16.0;0.34;0.25;6
0.99545;9.8;10.2;140.0;0.054;59.0;0.225;0.24;6
0.98997;1.9;12.0;103.0;0.046;33.0;0.23;0.28;5
0.9902;4.2;12.5;114.0;0.043;33.0;0.26;0.29;6
0.99089;1.6;11.5;86.0;0.04;19.0;0.27;0.3;6
0.99172;7.3;11.94;117.0;0.035;23.0;0.41;0.22;7
0.9901;5.4;12.8933333333333;115.0;0.035;33.0;0.41;0.24;7
0.99681;10.4;9.4;94.0;0.086;17.0;0.585;0.2;5
0.9893;1.9;12.2;138.0;0.038;58.0;0.34;0.26;7
0.99172;7.3;11.94;117.0;0.035;23.0;0.41;0.22;7
0.9901;5.4;12.8933333333333;115.0;0.035;33.0;0.41;0.24;7
0.99527;7.7;9.5;191.0;0.056;45.0;0.26;0.35;5
0.99445;11.5;10.6;150.0;0.036;27.0;0.28;0.22;6
0.99198;1.2;10.5;121.0;0.042;47.0;0.16;0.33;7
0.99085;2.2;11.4666666666667;129.0;0.037;36.0;0.27;0.3;6
0.99033;1.0;11.4;100.0;0.043;45.0;0.2;0.28;6
0.99538;8.2;9.5;182.0;0.054;47.0;0.24;0.26;5
0.99627;8.3;9.2;168.0;0.052;44.0;0.38;0.34;5
0.99538;8.2;9.5;182.0;0.054;47.0;0.24;0.26;5
0.99433;9.3;10.98;145.0;0.043;28.0;0.42;0.19;5
0.9954;8.1;9.4;181.0;0.054;47.0;0.23;0.26;5
0.99538;8.2;9.5;182.0;0.054;47.0;0.24;0.26;5
0.99627;8.3;9.2;168.0;0.052;44.0;0.38;0.34;5
0.99807;13.9;8.8;155.0;0.057;45.0;0.19;0.27;8
0.99807;13.9;8.8;155.0;0.057;45.0;0.19;0.27;8
0.99807;13.9;8.8;155.0;0.057;45.0;0.19;0.27;8
0.99807;13.9;8.8;155.0;0.057;45.0;0.19;0.27;8
0.99807;13.9;8.8;155.0;0.057;45.0;0.19;0.27;8
0.99807;13.9;8.8;155.0;0.057;45.0;0.19;0.27;8
0.99807;13.9;8.8;155.0;0.057;45.0;0.19;0.27;8
0.99232;2.0;10.4;96.0;0.044;15.0;0.24;0.29;8
0.99807;13.9;8.8;155.0;0.057;45.0;0.19;0.27;8
0.99788;15.7;10.0333333333333;139.0;0.054;36.0;0.27;0.52;6
0.99108;1.2;11.3;141.0;0.052;39.0;0.28;0.35;6
0.99234;1.5;10.4;109.0;0.024;21.0;0.22;0.25;6
0.99288;1.2;9.2;106.0;0.176;36.0;0.27;0.69;6
0.99195;3.2;11.1;107.0;0.034;21.0;0.2;0.35;6
0.99288;1.2;9.2;106.0;0.176;36.0;0.27;0.69;6
0.99121;2.6;11.3;148.0;0.034;62.0;0.23;0.3;7
0.99839;13.2;9.1;148.0;0.042;61.0;0.31;0.52;6
0.99738;10.4;9.4;187.0;0.108;43.0;0.34;0.28;5
0.98963;5.7;13.2;73.0;0.015;14.0;0.36;0.25;6
0.98946;2.5;12.7;137.0;0.039;34.0;0.31;0.28;6
0.99178;1.6;10.7;148.0;0.054;31.0;0.28;0.35;5
0.99136;1.4;11.4333333333333;166.0;0.064;34.0;0.16;0.3;6
0.99323;7.4;11.1;169.0;0.049;48.0;0.31;0.27;6
0.98946;2.5;12.7;137.0;0.039;34.0;0.31;0.28;6
0.99313;5.6;10.5333333333333;178.0;0.046;35.0;0.29;0.29;5
0.9912;3.6;11.6;194.0;0.04;50.0;0.28;0.34;6
0.99504;7.5;9.53333333333333;179.0;0.05;44.0;0.23;0.2;5
0.99461;5.8;9.8;203.0;0.062;52.0;0.34;0.2;6
0.99178;1.6;10.7;148.0;0.054;31.0;0.28;0.35;5
0.99008;1.5;12.0;110.0;0.039;36.0;0.2;0.33;6
0.98959;2.9;12.8;123.0;0.039;30.0;0.24;0.27;6
0.99663;11.2;9.5;136.0;0.048;32.0;0.31;0.25;5
0.99334;9.65;10.9333333333333;119.0;0.041;36.0;0.29;0.21;6
0.99561;10.1;9.1;133.0;0.063;63.0;0.19;0.33;5
0.98959;3.2;12.6;117.0;0.035;16.0;0.29;0.28;6
0.99663;11.2;9.5;136.0;0.048;32.0;0.31;0.25;5
0.99418;11.45;10.9;109.0;0.041;29.0;0.3;0.28;6
0.99334;9.65;10.9333333333333;119.0;0.041;36.0;0.29;0.21;6
0.9937;4.5;9.6;115.0;0.096;16.0;0.22;0.19;5
0.99372;2.7;9.3;92.0;0.053;16.0;0.23;0.28;5
0.99157;3.5;11.3666666666667;112.0;0.038;23.0;0.23;0.23;6
0.98918;1.7;12.5;98.0;0.043;24.0;0.26;0.28;6
0.9932;2.1;9.5;171.0;0.051;46.0;0.35;0.21;5
0.99235;4.8;11.0;186.0;0.041;40.0;0.32;0.32;6
0.99373;5.0;9.4;133.0;0.042;17.0;0.34;0.21;5
0.9914;2.6;11.3333333333333;76.0;0.035;32.0;0.13;0.27;6
0.99494;6.6;8.8;126.0;0.041;9.0;0.315;0.2;5
0.99373;5.0;9.4;133.0;0.042;17.0;0.34;0.21;5
0.99332;7.3;11.0666666666667;143.0;0.05;33.0;0.31;0.29;6
0.99198;5.0;12.2;151.0;0.058;27.0;0.3;0.27;6
0.99142;1.7;11.0;110.0;0.041;31.0;0.24;0.26;6
0.9914;2.6;11.3333333333333;76.0;0.035;32.0;0.13;0.27;6
0.99542;8.2;9.5;182.0;0.05;51.0;0.26;0.21;5
0.99542;8.2;9.5;182.0;0.05;51.0;0.26;0.21;5
0.9924;5.0;11.0;170.0;0.043;54.0;0.27;0.31;6
0.99112;1.2;11.2;97.0;0.039;34.0;0.21;0.33;6
0.99534;7.1;9.3;100.0;0.036;28.0;0.26;0.29;6
0.99338;9.5;10.8;111.0;0.04;30.0;0.28;0.22;4
0.99804;15.8;9.2;167.0;0.057;39.0;0.25;0.44;5
0.99899;15.5;9.4;203.0;0.048;70.0;0.22;0.37;5
0.99804;15.8;9.2;167.0;0.057;39.0;0.25;0.44;5
0.99724;17.05;10.5;139.0;0.047;53.0;0.18;0.28;6
0.99526;12.7;10.8;143.0;0.046;60.0;0.2;0.26;6
0.99676;12.3;9.4;146.0;0.051;35.0;0.24;0.22;5
0.99699;11.8;9.8;173.0;0.053;55.0;0.27;0.26;5
0.99699;11.8;9.8;173.0;0.053;55.0;0.27;0.26;5
0.99699;11.8;9.8;173.0;0.053;55.0;0.27;0.26;5
0.99676;12.3;9.4;146.0;0.051;35.0;0.24;0.22;5
0.99699;11.8;9.8;173.0;0.053;55.0;0.27;0.26;5
0.99461;13.6;12.1;137.0;0.041;30.0;0.38;0.29;6
0.99116;5.2;12.3;176.0;0.043;40.0;0.43;0.26;6
0.99362;6.2;9.73333333333333;187.0;0.066;41.0;0.22;0.46;5
0.99512;7.9;9.4;197.0;0.044;48.0;0.29;0.16;5
0.99512;7.9;9.4;197.0;0.044;48.0;0.29;0.16;5
0.9895;3.3;12.8;140.0;0.037;32.0;0.29;0.29;7
0.99043;2.8;11.05;80.0;0.046;18.0;0.19;0.32;6
0.99512;7.9;9.4;197.0;0.044;48.0;0.29;0.16;5
0.9895;3.3;12.8;140.0;0.037;32.0;0.29;0.29;7
0.99391;6.3;9.73333333333333;182.0;0.069;35.0;0.24;0.47;5
0.98963;4.9;13.1;86.0;0.039;22.0;0.3;0.38;7
0.99335;10.4;11.5;114.0;0.041;26.0;0.27;0.27;7
0.98963;4.9;13.1;86.0;0.039;22.0;0.3;0.38;7
0.99335;10.4;11.5;114.0;0.041;26.0;0.27;0.27;7
0.99824;16.0;9.1;141.0;0.061;26.0;0.305;0.22;5
0.99391;6.3;9.75;182.0;0.069;35.0;0.24;0.47;5
0.9917;2.2;10.5;125.0;0.04;24.0;0.22;0.28;6
0.99906;17.3;8.8;118.0;0.047;37.0;0.22;0.23;6
0.99906;17.3;8.8;118.0;0.047;37.0;0.22;0.23;6
0.99906;17.3;8.8;118.0;0.047;37.0;0.22;0.23;6
0.99906;17.3;8.8;118.0;0.047;37.0;0.22;0.23;6
0.9917;2.2;10.5;125.0;0.04;24.0;0.22;0.28;6
0.9917;2.2;10.5;125.0;0.04;24.0;0.22;0.28;6
0.99906;17.3;8.8;118.0;0.047;37.0;0.22;0.23;6
0.99415;6.6;9.9;122.0;0.045;30.0;0.22;0.5;6
0.99418;6.5;9.9;123.0;0.047;28.0;0.21;0.52;6
0.99611;12.3;9.9;205.0;0.044;24.0;0.32;0.26;5
0.99124;5.0;12.2;166.0;0.038;33.0;0.44;0.27;6
0.99179;2.8;10.8;162.0;0.042;59.5;0.31;0.34;6
0.99886;13.6;8.7;134.0;0.051;60.0;0.36;0.59;5
0.98924;2.8;13.2;67.0;0.043;17.0;0.38;0.28;6
0.99045;5.4;12.7;94.0;0.03;15.0;0.24;0.26;6
0.9969;10.9;9.4;193.0;0.06;55.0;0.56;0.26;5
0.99196;1.7;11.2;161.0;0.045;18.0;0.24;0.24;6
0.99339;9.15;11.3333333333333;166.0;0.051;25.0;0.29;0.3;6
0.99224;4.5;11.9;92.0;0.051;14.0;0.28;0.28;6
0.99339;9.15;11.35;166.0;0.051;25.0;0.29;0.3;6
0.99184;1.4;10.5;131.0;0.046;51.0;0.21;0.19;5
0.99428;5.9;9.8;125.0;0.048;14.0;0.47;0.16;5
0.99834;16.4;9.1;146.0;0.051;20.0;0.34;0.31;5
0.98918;1.2;12.4;111.0;0.033;36.0;0.27;0.25;6
0.99834;16.4;9.1;146.0;0.051;20.0;0.34;0.31;5
0.99428;5.9;9.8;125.0;0.048;14.0;0.47;0.16;5
0.99241;7.8;11.3;116.0;0.031;24.0;0.35;0.25;6
0.99241;7.8;11.3;116.0;0.031;24.0;0.35;0.25;6
0.98816;2.8;13.1;111.0;0.024;31.0;0.46;0.1;6
0.98916;2.9;12.5;101.0;0.035;15.0;0.38;0.29;6
0.99329;2.5;10.3;122.0;0.045;32.0;0.3;0.25;5
0.99535;12.8;10.7;150.0;0.039;51.0;0.28;0.22;6
0.99552;12.2;10.4;136.0;0.04;29.0;0.29;0.25;6
0.99514;7.7;9.5;184.0;0.049;47.0;0.3;0.19;5
0.99304;2.8;9.8;173.0;0.048;53.0;0.39;0.22;5
0.98916;2.9;12.5;101.0;0.035;15.0;0.38;0.29;6
0.9984;17.3;9.4;149.0;0.051;17.0;0.18;0.26;6
0.99911;19.3;9.0;174.0;0.051;36.0;0.28;0.29;5
0.99911;19.3;9.0;174.0;0.051;36.0;0.28;0.29;5
0.99911;19.3;9.0;174.0;0.051;36.0;0.28;0.29;5
0.98952;2.7;13.0;129.0;0.045;19.0;0.35;0.26;7
0.99403;6.4;9.9;120.0;0.041;28.0;0.22;0.18;5
0.9984;17.3;9.4;149.0;0.051;17.0;0.18;0.26;6
0.99312;2.4;10.6;157.0;0.044;29.0;0.28;0.24;6
0.98968;2.8;13.4;109.0;0.038;28.0;0.42;0.2;6
0.98946;1.7;12.5;114.0;0.031;31.0;0.32;0.32;6
0.9981;15.4;9.3;141.0;0.053;32.0;0.26;0.56;5
0.9981;15.4;9.3;141.0;0.053;32.0;0.26;0.56;5
0.99306;4.1;11.0;149.0;0.051;34.0;0.32;0.24;5
0.99378;6.6;10.3;158.0;0.054;40.0;0.25;0.27;5
0.99036;1.2;11.3;95.0;0.051;31.0;0.21;0.24;6
0.99094;2.1;10.9;100.0;0.042;35.0;0.23;0.27;6
0.9908;1.0;11.3;90.0;0.042;35.0;0.145;0.29;6
0.9899;1.1;12.1;78.0;0.039;24.0;0.2;0.28;6
0.99173;1.4;11.1;83.0;0.039;12.0;0.28;0.28;5
0.99356;1.6;9.8;140.0;0.271;24.0;0.36;0.2;5
0.99571;9.8;10.1;125.0;0.049;50.0;0.25;0.22;6
0.98945;1.9;12.4;110.0;0.036;37.0;0.22;0.33;6
0.98865;1.3;12.7;104.0;0.034;37.0;0.2;0.38;6
0.99514;7.9;9.6;180.0;0.05;53.0;0.32;0.26;5
0.99514;7.9;9.6;180.0;0.05;53.0;0.32;0.26;5
0.9943;4.5;9.1;126.0;0.053;17.0;0.555;0.26;5
0.99636;22.6;12.8;122.0;0.12;55.0;0.22;0.45;5
0.99514;7.9;9.6;180.0;0.05;53.0;0.32;0.26;5
0.98987;3.5;12.4;155.0;0.037;37.0;0.3;0.33;6
0.99288;1.2;9.55;108.0;0.058;7.0;0.28;0.18;4
0.9943;4.5;9.1;126.0;0.053;17.0;0.555;0.26;5
0.99064;2.0;12.5;74.0;0.033;12.0;0.31;0.33;6
0.99394;7.8;9.9;68.0;0.05;13.0;0.15;0.25;6
0.99175;0.9;11.2;87.0;0.045;32.0;0.13;0.28;6
0.98926;2.9;13.0;122.0;0.03;28.0;0.48;0.49;6
0.98926;2.9;13.0;122.0;0.03;28.0;0.48;0.49;6
0.99057;3.5;11.7;116.0;0.033;25.0;0.3;0.33;6
0.98898;4.2;13.1;95.0;0.038;13.0;0.28;0.23;6
0.9932;9.7;12.0;50.0;0.032;17.0;0.19;0.37;6
0.9972;10.5;10.55;165.0;0.043;30.0;0.31;0.25;6
0.9902;1.1;11.45;84.0;0.046;34.0;0.24;0.29;6
0.9988;16.1;10.2;194.0;0.053;71.0;0.23;0.39;6
0.9902;1.1;11.45;84.0;0.046;34.0;0.24;0.29;6
0.9958;8.1;9.3;150.0;0.212;60.0;0.29;0.3;5
0.9935;6.2;10.8;106.0;0.052;22.0;0.2;0.25;5
0.9925;7.7;12.2;103.0;0.053;20.0;0.38;0.26;6
0.992;2.4;11.0;175.0;0.053;36.0;0.27;0.33;6
0.9986;16.3;10.4;182.0;0.055;41.0;0.54;0.21;6
0.9914;2.3;11.4;156.0;0.05;32.0;0.25;0.31;6
0.9909;8.4;14.05;104.0;0.041;31.0;0.61;0.01;7
0.9943;8.5;10.7;138.0;0.051;20.0;0.32;0.23;5
0.994;6.0;10.2;162.0;0.051;50.0;0.28;0.23;5
0.9904;1.1;11.2;100.0;0.044;38.0;0.19;0.28;6
0.99;1.75;12.3333333333333;73.0;0.036;17.0;0.305;0.13;5
0.9902;2.6;11.5;129.0;0.034;75.0;0.26;0.3;4
0.9925;1.3;9.5;100.0;0.061;14.0;0.23;0.17;5
0.9886;2.1;13.4;147.0;0.047;35.0;0.33;0.3;6
0.9898;1.1;12.5;110.0;0.034;24.0;0.27;0.32;6
0.9898;1.1;12.5;110.0;0.034;24.0;0.27;0.32;6
0.9904;2.8;11.2;97.0;0.044;27.0;0.4;0.29;6
0.9964;9.0;8.8;259.0;0.051;28.5;0.4;0.18;5
0.9908;2.8;11.2;118.0;0.039;50.0;0.28;0.26;6
0.9899;2.2;12.7;70.0;0.036;15.0;0.32;0.32;6
0.993;5.1;9.8;82.0;0.049;26.0;0.17;0.17;6
0.9944;3.5;9.8;40.0;0.049;10.0;0.2;0.33;6
0.9956;12.7;11.7;183.0;0.058;24.0;0.13;0.22;6
0.9949;7.5;9.8;230.0;0.052;55.0;0.31;0.31;5
0.9929;2.0;9.6;191.0;0.048;48.0;0.36;0.2;5
0.9944;3.5;9.8;40.0;0.049;10.0;0.2;0.33;6
0.9975;14.3;9.7;149.0;0.048;79.0;0.18;0.25;5
0.995;9.8;10.0;137.0;0.049;59.5;0.16;0.25;6
0.9956;12.7;11.7;183.0;0.058;24.0;0.13;0.22;6
0.9946;12.7;12.3;206.0;0.058;42.0;0.27;0.22;6
0.993;5.1;9.8;82.0;0.049;26.0;0.17;0.17;6
0.9934;3.5;9.0;101.0;0.068;18.0;0.37;0.19;6
0.9984;12.7;9.1;164.5;0.047;60.5;0.26;0.53;6
0.9984;12.9;9.1;162.5;0.049;62.0;0.28;0.54;6
0.9984;12.9;9.1;162.5;0.049;62.0;0.28;0.54;6
0.9908;1.3;11.4;121.0;0.056;35.0;0.12;0.21;6
0.9963;10.5;10.5;124.0;0.049;41.0;0.25;0.18;5
0.98914;1.5;12.4;105.0;0.04;35.0;0.24;0.27;6
0.9984;12.7;9.1;156.0;0.047;60.5;0.26;0.53;6
0.9984;12.9;9.1;152.0;0.049;62.0;0.28;0.54;6
0.9937;1.2;10.1;94.0;0.049;6.0;0.18;0.37;5
0.993;6.2;10.9;134.0;0.032;24.0;0.09;0.3;6
0.9956;8.8;11.05;60.0;0.026;13.0;0.14;0.36;5
0.98963;3.9;12.75;105.0;0.026;36.0;0.28;0.3;6
0.98961;1.3;12.7;111.0;0.025;23.0;0.23;0.34;6
0.9948;9.1;11.1;76.0;0.037;16.0;0.28;0.37;5
0.9948;9.1;11.1;76.0;0.037;16.0;0.28;0.37;5
0.98963;3.9;12.75;105.0;0.026;36.0;0.28;0.3;6
0.989315;1.8;13.0;101.0;0.021;41.0;0.25;0.53;6
0.989435;2.1;12.0;95.0;0.033;32.0;0.2;0.31;6
0.9899;1.4;11.5;47.0;0.022;17.0;0.29;0.32;6
0.998275;14.7;10.5;183.0;0.047;51.0;0.46;0.22;5
0.9948;9.1;11.1;76.0;0.037;16.0;0.28;0.37;5
0.9914;1.9;11.1;101.0;0.047;20.0;0.23;0.33;6
0.9915;1.8;11.1;113.0;0.048;25.0;0.23;0.32;6
0.9924;9.6;13.1;104.0;0.027;20.0;0.55;0.26;6
0.98963;3.9;12.75;105.0;0.026;36.0;0.28;0.3;6
0.98961;1.3;12.7;111.0;0.025;23.0;0.23;0.34;6
0.997;11.8;9.6;97.0;0.094;23.0;0.45;0.3;5
0.9914;1.9;11.7;138.0;0.028;32.0;0.2;0.4;5
0.997;12.0;9.7;210.0;0.042;61.0;0.37;0.46;6
0.9944;7.9;10.9;130.0;0.033;22.0;0.21;0.23;6
0.9958;9.3;10.7;110.0;0.04;22.0;0.22;0.32;7
0.98889;4.6;13.8;107.0;0.022;29.0;0.27;0.22;6
0.989465;2.2;12.15;72.0;0.035;10.0;0.26;0.26;6
0.9954;10.2;10.8;131.0;0.028;28.0;0.18;0.3;7
0.9947;10.6;10.7;119.0;0.03;27.0;0.26;0.27;7
0.9912;1.4;10.8;113.0;0.036;31.0;0.23;0.35;7
0.9965;9.1;10.8;159.0;0.039;26.0;0.28;0.66;5
0.9948;11.1;12.0;171.0;0.03;43.5;0.36;0.26;5
0.9965;9.1;10.8;159.0;0.039;26.0;0.28;0.66;5
0.9925;4.4;12.2;135.0;0.055;17.0;0.3;0.27;6
0.9936;2.8;9.4;126.0;0.05;17.0;0.2;0.32;6
0.9898;1.1;11.4;83.0;0.029;12.0;0.29;0.15;6
0.98948;1.3;12.5;101.0;0.027;26.0;0.22;0.28;7
0.98823;1.2;13.05;97.0;0.024;29.0;0.22;0.32;7
0.9896;3.3;12.4;99.0;0.026;31.0;0.32;0.23;6
0.9908;9.7;12.9;102.0;0.03;39.0;0.2;0.26;7
0.9906;2.3;12.0;133.0;0.034;25.0;0.35;0.24;7
0.9904;1.1;11.3;56.0;0.036;23.0;0.3;0.29;5
0.99754;11.4;10.0;96.0;0.05;25.0;0.15;0.34;6
0.9898;1.2;11.8;98.0;0.042;40.0;0.13;0.32;7
0.998365;14.7;9.4;125.0;0.045;53.0;0.2;0.26;6
0.99837;13.8;8.8;112.0;0.047;44.0;0.2;0.24;6
0.99125;1.3;11.1;138.0;0.038;32.0;0.27;0.26;6
0.9943;6.3;10.5;146.0;0.048;35.0;0.37;0.51;6
0.99488;7.9;9.3;150.0;0.05;60.0;0.23;0.37;6
0.99034;2.0;11.4;110.0;0.042;12.0;0.34;0.25;6
0.99322;11.8;11.8;158.0;0.03;23.0;0.33;0.23;6
0.98895;1.2;12.4;132.0;0.029;31.0;0.29;0.38;6
0.99457;10.0;11.6;108.0;0.035;22.0;0.33;0.35;6
0.99304;5.2;11.1;137.0;0.05;30.0;0.3;0.33;5
0.98895;1.2;12.4;132.0;0.029;31.0;0.29;0.38;6
0.99331;7.2;11.1;168.0;0.041;42.0;0.33;0.3;6
0.99435;9.9;11.0;251.0;0.042;21.0;0.33;0.78;6
0.99122;5.3;12.2;165.0;0.036;27.0;0.45;0.3;6
0.99544;13.55;11.0;113.0;0.053;20.0;0.36;0.31;6
0.989;2.2;12.9;129.0;0.035;26.0;0.42;0.3;6
0.99414;9.9;10.9;124.0;0.037;29.0;0.39;0.3;6
0.99014;4.3;13.4;114.0;0.069;20.0;0.53;0.29;6
0.99551;13.0;10.7;75.0;0.033;32.0;0.66;0.0;6
0.99544;13.55;11.0;113.0;0.053;20.0;0.36;0.31;6
0.9908;1.0;11.4;75.0;0.027;23.0;0.16;0.33;7
0.9927;1.1;10.2;116.0;0.043;20.0;0.22;0.34;6
0.99244;6.9;11.0;116.0;0.03;45.0;0.23;0.35;6
0.99752;13.4;9.1;139.0;0.044;45.0;0.17;0.34;6
0.99114;4.6;11.0;124.0;0.032;40.0;0.33;0.18;6
0.99326;9.9;11.5;146.0;0.037;40.0;0.38;0.29;6
0.9906;3.0;12.0;93.0;0.036;38.0;0.29;0.32;6
0.993;5.8;11.2;112.0;0.04;16.0;0.29;0.32;5
0.99479;12.9;11.2;177.0;0.033;31.0;0.28;0.3;6
0.98942;3.2;12.6;73.0;0.032;13.0;0.36;0.27;7
0.99036;0.8;11.0;50.0;0.032;8.0;0.615;0.04;4
0.99201;2.5;10.8;73.0;0.03;12.0;0.44;0.36;6
0.99184;2.4;10.9;77.0;0.034;19.0;0.42;0.36;5
0.99441;7.2;9.8;146.0;0.041;48.0;0.34;0.21;5
0.99442;7.3;9.8;145.0;0.04;42.0;0.27;0.2;5
0.99474;6.3;9.5;166.0;0.094;27.0;0.33;0.18;5
0.9916;4.25;11.2666666666667;132.0;0.032;43.0;0.44;0.28;7
0.99198;1.2;10.8;99.0;0.039;26.0;0.28;0.37;5
0.98949;2.0;13.4;129.0;0.036;23.0;0.5;0.18;7
0.9916;4.25;11.3;132.0;0.032;43.0;0.44;0.28;7
0.99556;4.7;8.9;196.0;0.06;33.0;0.62;0.12;5
0.99151;4.5;11.2;119.0;0.038;36.0;0.38;0.19;6
0.99158;1.4;11.5;95.0;0.047;30.0;0.305;0.38;7
0.9902;4.1;13.0;131.0;0.036;35.0;0.5;0.22;7
0.99204;5.3;12.6;125.0;0.038;20.0;0.4;0.3;6
0.98988;4.2;13.1;91.0;0.032;15.0;0.4;0.25;6
0.99344;6.65;11.2;158.0;0.034;6.0;0.49;0.23;5
0.99394;8.2;11.7;199.0;0.034;50.0;0.3;0.91;6
0.99153;2.6;10.9;99.0;0.041;24.0;0.19;0.37;6
0.99153;2.6;10.9;99.0;0.041;24.0;0.19;0.37;6
0.98981;2.0;11.6;73.0;0.041;14.0;0.24;0.34;7
0.99524;12.2;10.4;127.0;0.041;43.0;0.25;0.32;7
0.99221;2.3;10.9;102.0;0.041;31.0;0.21;0.39;7
0.99394;8.2;11.7;199.0;0.034;50.0;0.3;0.91;6
0.99318;5.0;10.8;188.0;0.043;50.0;0.28;0.41;6
0.99366;10.7;11.2;136.0;0.038;49.0;0.29;0.38;6
